index,date,time,exit_time,hold_mins,dir,entry,sl,t1,t2,t3,risk_pts,exit_price,outcome,r,score,mss,regime,fvg_size,fvg_top,fvg_bottom,hour,minute,weekday,win,period,month,year,session,symbol,fvg_ratio,stop_loss,target1,target2,target3,rr_t1,rr_t2,rr_t3
XAUUSD,2024-08-01,18:51,,21,LONG,2437.33,2434.83,2441.08,2442.33,2444.83,2.5,2441.08,T1,1.5,13,CHOCH,NEUTRAL,0.0,2437.33,2437.33,18,51,3,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2434.83,2441.08,2442.33,2444.83,1.5,2.0,3.0
USOIL,2024-08-01,19:09,,360,LONG,77.1,74.6,82.1,84.6,87.1,2.5,75.5805,TIMEOUT,-0.6078,16,BOS,NEUTRAL,0.0,77.1,77.1,19,9,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,74.6,82.1,84.6,87.1,2.0,3.0,4.0
XAGUSD,2024-08-02,13:00,,360,SHORT,28.64,31.14,23.64,21.14,18.64,2.5,28.373,TIMEOUT,0.1068,15,CHOCH,NEUTRAL,0.0,28.64,28.64,13,0,4,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,31.14,23.64,21.14,18.64,2.0,3.0,4.0
XAUUSD,2024-08-02,13:03,,3,SHORT,2471.51,2475.65,2463.23,2459.09,2454.95,4.14,2463.23,T1,2.0,15,CHOCH,NEUTRAL,0.0,2471.51,2471.51,13,3,4,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2475.65,2463.23,2459.09,2454.95,2.0,3.0,4.0
XAUUSD,2024-08-02,14:27,,3,SHORT,2469.05,2471.55,2465.3,2464.05,2455.93,2.5,2455.93,T3,5.248,13,CHOCH,NEUTRAL,0.0,2469.05,2469.05,14,27,4,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2471.55,2465.3,2464.05,2455.93,1.5,2.0,5.248
USOIL,2024-08-02,14:45,,360,LONG,73.96,71.46,78.96,81.46,83.96,2.5,73.1855,TIMEOUT,-0.3098,12,CHOCH,NEUTRAL,0.0,73.96,73.96,14,45,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,71.46,78.96,81.46,83.96,2.0,3.0,4.0
XAGUSD,2024-08-05,07:24,,360,LONG,28.75,26.25,33.75,36.25,38.75,2.5,26.974,TIMEOUT,-0.7104,12,CHOCH,NEUTRAL,0.0,28.75,28.75,7,24,0,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,26.25,33.75,36.25,38.75,2.0,3.0,4.0
XAUUSD,2024-08-05,13:03,,3,LONG,2379.02,2375.56,2385.94,2389.4,2392.86,3.46,2389.4,T2,3.0,15,CHOCH,NEUTRAL,0.0,2379.02,2379.02,13,3,0,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2375.56,2385.94,2389.4,2392.86,2.0,3.0,4.0
XAUUSD,2024-08-05,14:15,,3,SHORT,2391.06,2393.56,2387.31,2386.06,2382.91,2.5,2387.31,T1,1.5,13,CHOCH,NEUTRAL,0.0,2391.06,2391.06,14,15,0,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2393.56,2387.31,2386.06,2382.91,1.5,2.0,3.26
XAGUSD,2024-08-05,14:30,,360,SHORT,26.58,29.08,22.83,21.58,19.08,2.5,26.967,TIMEOUT,-0.1548,11,BOS,NEUTRAL,0.0,26.58,26.58,14,30,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,29.08,22.83,21.58,19.08,1.5,2.0,3.0
USOIL,2024-08-05,15:42,,360,SHORT,72.61,75.11,68.86,67.61,65.11,2.5,73.1005,TIMEOUT,-0.1962,16,CHOCH,NEUTRAL,0.0,72.61,72.61,15,42,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,75.11,68.86,67.61,65.11,1.5,2.0,3.0
USOIL,2024-08-06,09:57,,360,LONG,73.73,71.23,77.48,78.73,81.23,2.5,73.6055,TIMEOUT,-0.0498,14,BOS,NEUTRAL,0.0,73.73,73.73,9,57,1,0,FOREX_2023_2026,2024-08,2024,EU (07-12),USOIL,0.0,71.23,77.48,78.73,81.23,1.5,2.0,3.0
XAGUSD,2024-08-06,09:57,,360,SHORT,26.47,28.97,22.72,21.47,18.97,2.5,27.095,TIMEOUT,-0.25,11,CHOCH,NEUTRAL,0.0,26.47,26.47,9,57,1,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,28.97,22.72,21.47,18.97,1.5,2.0,3.0
XAUUSD,2024-08-06,10:51,,78,SHORT,2413.57,2416.07,2409.82,2408.57,2406.07,2.5,2409.82,T1,1.5,14,BOS,NEUTRAL,0.0,2413.57,2413.57,10,51,1,1,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2416.07,2409.82,2408.57,2406.07,1.5,2.0,3.0
USOIL,2024-08-06,16:39,,360,SHORT,73.09,75.59,69.34,68.09,65.59,2.5,73.8655,TIMEOUT,-0.3102,14,CHOCH,NEUTRAL,0.0,73.09,73.09,16,39,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,75.59,69.34,68.09,65.59,1.5,2.0,3.0
XAUUSD,2024-08-06,16:57,,18,LONG,2390.19,2387.69,2395.19,2397.69,2400.19,2.5,2387.69,SL,-1.0,11,BOS,NEUTRAL,0.0,2390.19,2390.19,16,57,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2387.69,2395.19,2397.69,2400.19,2.0,3.0,4.0
XAUUSD,2024-08-06,18:57,,33,SHORT,2393.97,2396.47,2388.97,2386.47,2383.97,2.5,2388.97,T1,2.0,14,CHOCH,NEUTRAL,0.0,2393.97,2393.97,18,57,1,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2396.47,2388.97,2386.47,2383.97,2.0,3.0,4.0
XAUUSD,2024-08-07,07:30,,93,SHORT,2392.55,2395.05,2387.55,2385.05,2382.55,2.5,2395.05,SL,-1.0,12,CHOCH,NEUTRAL,0.0,2392.55,2392.55,7,30,2,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2395.05,2387.55,2385.05,2382.55,2.0,3.0,4.0
XAGUSD,2024-08-07,08:24,,360,LONG,27.42,24.92,32.42,34.92,37.42,2.5,26.936,TIMEOUT,-0.1936,14,CHOCH,NEUTRAL,0.0,27.42,27.42,8,24,2,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,24.92,32.42,34.92,37.42,2.0,3.0,4.0
USOIL,2024-08-07,17:00,,360,SHORT,74.67,77.17,69.67,67.17,64.67,2.5,74.7855,TIMEOUT,-0.0462,11,BOS,NEUTRAL,0.0,74.67,74.67,17,0,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,77.17,69.67,67.17,64.67,2.0,3.0,4.0
XAGUSD,2024-08-07,19:18,,360,LONG,27.25,24.75,32.25,34.75,37.25,2.5,27.067,TIMEOUT,-0.0732,14,CHOCH,NEUTRAL,0.0,27.25,27.25,19,18,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,24.75,32.25,34.75,37.25,2.0,3.0,4.0
XAUUSD,2024-08-08,08:18,,111,SHORT,2396.66,2399.16,2391.66,2389.16,2386.66,2.5,2399.16,SL,-1.0,13,CHOCH,NEUTRAL,0.0,2396.66,2396.66,8,18,3,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2399.16,2391.66,2389.16,2386.66,2.0,3.0,4.0
XAGUSD,2024-08-08,18:45,,360,SHORT,27.05,29.55,23.3,22.05,19.55,2.5,27.509,TIMEOUT,-0.1836,14,CHOCH,NEUTRAL,0.0,27.05,27.05,18,45,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,29.55,23.3,22.05,19.55,1.5,2.0,3.0
XAUUSD,2024-08-08,19:18,,90,SHORT,2423.47,2425.97,2419.72,2418.47,2415.97,2.5,2425.97,SL,-1.0,14,BOS,NEUTRAL,0.0,2423.47,2423.47,19,18,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2425.97,2419.72,2418.47,2415.97,1.5,2.0,3.0
USOIL,2024-08-09,07:51,,360,LONG,76.65,74.15,80.4,81.65,84.15,2.5,76.1605,TIMEOUT,-0.1958,10,BOS,NEUTRAL,0.0,76.65,76.65,7,51,4,0,FOREX_2023_2026,2024-08,2024,EU (07-12),USOIL,0.0,74.15,80.4,81.65,84.15,1.5,2.0,3.0
XAUUSD,2024-08-09,16:15,,30,SHORT,2430.54,2433.04,2425.54,2423.04,2420.54,2.5,2433.04,SL,-1.0,14,CHOCH,NEUTRAL,0.0,2430.54,2430.54,16,15,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2433.04,2425.54,2423.04,2420.54,2.0,3.0,4.0
XAGUSD,2024-08-09,16:54,,360,LONG,27.98,25.48,32.98,35.48,37.98,2.5,27.929,TIMEOUT,-0.0204,12,CHOCH,NEUTRAL,0.0,27.98,27.98,16,54,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,25.48,32.98,35.48,37.98,2.0,3.0,4.0
USOIL,2024-08-09,17:36,,360,SHORT,76.33,78.83,71.33,68.83,66.33,2.5,77.7255,TIMEOUT,-0.5582,15,BOS,NEUTRAL,0.0,76.33,76.33,17,36,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,78.83,71.33,68.83,66.33,2.0,3.0,4.0
XAGUSD,2024-08-12,11:33,,360,SHORT,27.45,29.95,22.45,19.95,17.45,2.5,27.939,TIMEOUT,-0.1956,17,CHOCH,NEUTRAL,0.0,27.45,27.45,11,33,0,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,29.95,22.45,19.95,17.45,2.0,3.0,4.0
XAGUSD,2024-08-12,19:39,,360,SHORT,27.52,30.02,22.52,20.02,17.52,2.5,27.816,TIMEOUT,-0.1184,16,CHOCH,NEUTRAL,0.0,27.52,27.52,19,39,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,30.02,22.52,20.02,17.52,2.0,3.0,4.0
USOIL,2024-08-13,08:42,,360,LONG,80.17,77.67,83.92,85.17,87.67,2.5,78.9905,TIMEOUT,-0.4718,12,BOS,NEUTRAL,0.0,80.17,80.17,8,42,1,0,FOREX_2023_2026,2024-08,2024,EU (07-12),USOIL,0.0,77.67,83.92,85.17,87.67,1.5,2.0,3.0
XAUUSD,2024-08-13,10:21,,24,LONG,2462.12,2459.62,2467.12,2469.62,2472.12,2.5,2459.62,SL,-1.0,11,BOS,NEUTRAL,0.0,2462.12,2462.12,10,21,1,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2459.62,2467.12,2469.62,2472.12,2.0,3.0,4.0
XAUUSD,2024-08-13,15:27,,3,SHORT,2471.06,2473.56,2467.31,2466.06,2463.56,2.5,2467.31,T1,1.5,12,BOS,NEUTRAL,0.0,2471.06,2471.06,15,27,1,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2473.56,2467.31,2466.06,2463.56,1.5,2.0,3.0
XAUUSD,2024-08-13,16:09,,18,SHORT,2471.06,2473.56,2467.31,2466.06,2463.56,2.5,2467.31,T1,1.5,10,BOS,NEUTRAL,0.0,2471.06,2471.06,16,9,1,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2473.56,2467.31,2466.06,2463.56,1.5,2.0,3.0
XAUUSD,2024-08-13,18:06,,42,LONG,2468.93,2466.43,2472.68,2473.93,2476.43,2.5,2466.43,SL,-1.0,13,CHOCH,NEUTRAL,0.0,2468.93,2468.93,18,6,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2466.43,2472.68,2473.93,2476.43,1.5,2.0,3.0
USOIL,2024-08-13,19:42,,360,LONG,78.76,76.26,83.76,86.26,88.76,2.5,78.6055,TIMEOUT,-0.0618,17,CHOCH,NEUTRAL,0.0,78.76,78.76,19,42,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,76.26,83.76,86.26,88.76,2.0,3.0,4.0
XAUUSD,2024-08-14,08:15,,18,SHORT,2469.61,2472.11,2464.61,2462.11,2459.61,2.5,2472.11,SL,-1.0,12,CHOCH,NEUTRAL,0.0,2469.61,2469.61,8,15,2,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2472.11,2464.61,2462.11,2459.61,2.0,3.0,4.0
XAUUSD,2024-08-14,12:39,,12,LONG,2467.47,2464.91,2472.59,2475.15,2477.71,2.56,2464.91,SL,-1.0,14,CHOCH,NEUTRAL,0.0,2467.47,2467.47,12,39,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2464.91,2472.59,2475.15,2477.71,2.0,3.0,4.0
USOIL,2024-08-14,13:30,,360,SHORT,77.94,80.44,72.94,70.44,67.94,2.5,77.2155,TIMEOUT,0.2898,15,BOS,NEUTRAL,0.0,77.94,77.94,13,30,2,1,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,80.44,72.94,70.44,67.94,2.0,3.0,4.0
XAUUSD,2024-08-14,16:39,,123,LONG,2440.69,2438.19,2445.69,2448.19,2450.69,2.5,2445.69,T1,2.0,12,CHOCH,NEUTRAL,0.0,2440.69,2440.69,16,39,2,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2438.19,2445.69,2448.19,2450.69,2.0,3.0,4.0
USOIL,2024-08-15,07:09,,360,LONG,77.69,75.19,81.44,82.69,85.19,2.5,77.7705,TIMEOUT,0.0322,13,CHOCH,NEUTRAL,0.0,77.69,77.69,7,9,3,1,FOREX_2023_2026,2024-08,2024,EU (07-12),USOIL,0.0,75.19,81.44,82.69,85.19,1.5,2.0,3.0
XAUUSD,2024-08-15,12:33,,6,SHORT,2467.09,2474.6,2452.07,2444.56,2437.05,7.51,2452.07,T1,2.0,17,CHOCH,NEUTRAL,0.0,2467.09,2467.09,12,33,3,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2474.6,2452.07,2444.56,2437.05,2.0,3.0,4.0
XAGUSD,2024-08-15,16:39,,360,SHORT,27.98,30.48,22.98,20.48,17.98,2.5,28.261,TIMEOUT,-0.1124,15,CHOCH,NEUTRAL,0.0,27.98,27.98,16,39,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,30.48,22.98,20.48,17.98,2.0,3.0,4.0
XAUUSD,2024-08-15,16:39,,141,SHORT,2456.55,2459.05,2451.55,2449.05,2446.55,2.5,2459.05,SL,-1.0,14,CHOCH,NEUTRAL,0.0,2456.55,2456.55,16,39,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2459.05,2451.55,2449.05,2446.55,2.0,3.0,4.0
USOIL,2024-08-15,16:48,,360,SHORT,77.89,80.39,74.14,72.89,70.39,2.5,75.8855,TIMEOUT,0.8018,9,CHOCH,NEUTRAL,0.0,77.89,77.89,16,48,3,1,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,80.39,74.14,72.89,70.39,1.5,2.0,3.0
XAUUSD,2024-08-16,07:45,,6,LONG,2454.64,2452.14,2459.64,2462.14,2464.64,2.5,2462.14,T2,3.0,14,CHOCH,NEUTRAL,0.0,2454.64,2454.64,7,45,4,1,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2452.14,2459.64,2462.14,2464.64,2.0,3.0,4.0
XAUUSD,2024-08-16,10:57,,9,SHORT,2464.81,2467.31,2459.81,2457.31,2454.81,2.5,2467.31,SL,-1.0,13,BOS,NEUTRAL,0.0,2464.81,2464.81,10,57,4,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2467.31,2459.81,2457.31,2454.81,2.0,3.0,4.0
XAGUSD,2024-08-16,11:48,,360,LONG,28.64,26.14,33.64,36.14,38.64,2.5,28.774,TIMEOUT,0.0536,13,BOS,NEUTRAL,0.0,28.64,28.64,11,48,4,1,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,26.14,33.64,36.14,38.64,2.0,3.0,4.0
USOIL,2024-08-16,12:12,,360,LONG,75.44,72.94,80.44,82.94,85.44,2.5,75.8355,TIMEOUT,0.1582,15,CHOCH,NEUTRAL,0.0,75.44,75.44,12,12,4,1,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,72.94,80.44,82.94,85.44,2.0,3.0,4.0
XAUUSD,2024-08-16,14:24,,45,SHORT,2486.15,2489.77,2478.91,2475.29,2471.67,3.62,2489.77,SL,-1.0,15,CHOCH,NEUTRAL,0.0,2486.15,2486.15,14,24,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2489.77,2478.91,2475.29,2471.67,2.0,3.0,4.0
USOIL,2024-08-16,19:30,,360,LONG,75.96,73.46,80.96,83.46,85.96,2.5,75.0855,TIMEOUT,-0.3498,15,CHOCH,NEUTRAL,0.0,75.96,75.96,19,30,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,73.46,80.96,83.46,85.96,2.0,3.0,4.0
XAUUSD,2024-08-19,07:21,,54,SHORT,2503.52,2506.02,2498.52,2496.02,2493.52,2.5,2506.02,SL,-1.0,16,CHOCH,NEUTRAL,0.0,2503.52,2503.52,7,21,0,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2506.02,2498.52,2496.02,2493.52,2.0,3.0,4.0
XAGUSD,2024-08-19,08:00,,360,SHORT,28.53,31.03,23.53,21.03,18.53,2.5,29.133,TIMEOUT,-0.2412,13,BOS,NEUTRAL,0.0,28.53,28.53,8,0,0,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,31.03,23.53,21.03,18.53,2.0,3.0,4.0
XAGUSD,2024-08-19,15:36,,360,SHORT,28.9,31.4,23.9,21.4,18.9,2.5,29.653,TIMEOUT,-0.3012,11,CHOCH,NEUTRAL,0.0,28.9,28.9,15,36,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,31.4,23.9,21.4,18.9,2.0,3.0,4.0
XAUUSD,2024-08-19,15:39,,21,SHORT,2502.38,2504.88,2497.38,2494.88,2492.38,2.5,2504.88,SL,-1.0,12,CHOCH,NEUTRAL,0.0,2502.38,2502.38,15,39,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2504.88,2497.38,2494.88,2492.38,2.0,3.0,4.0
XAUUSD,2024-08-19,17:24,,180,SHORT,2503.56,2506.06,2498.56,2496.06,2493.56,2.5,2506.06,SL,-1.0,15,BOS,NEUTRAL,0.0,2503.56,2503.56,17,24,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2506.06,2498.56,2496.06,2493.56,2.0,3.0,4.0
USOIL,2024-08-19,18:33,,360,LONG,74.21,71.71,79.21,81.71,84.21,2.5,73.4955,TIMEOUT,-0.2858,15,CHOCH,NEUTRAL,0.0,74.21,74.21,18,33,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,71.71,79.21,81.71,84.21,2.0,3.0,4.0
XAGUSD,2024-08-20,12:03,,360,SHORT,29.32,31.82,25.57,24.32,21.82,2.5,29.467,TIMEOUT,-0.0588,14,CHOCH,NEUTRAL,0.0,29.32,29.32,12,3,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,31.82,25.57,24.32,21.82,1.5,2.0,3.0
XAUUSD,2024-08-20,12:03,,18,SHORT,2524.89,2527.39,2521.14,2519.89,2517.39,2.5,2527.39,SL,-1.0,15,CHOCH,NEUTRAL,0.0,2524.89,2524.89,12,3,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2527.39,2521.14,2519.89,2517.39,1.5,2.0,3.0
USOIL,2024-08-20,14:36,,360,SHORT,73.63,76.13,68.63,66.13,63.63,2.5,72.9655,TIMEOUT,0.2658,12,CHOCH,NEUTRAL,0.0,73.63,73.63,14,36,1,1,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,76.13,68.63,66.13,63.63,2.0,3.0,4.0
XAUUSD,2024-08-20,18:00,,15,SHORT,2510.98,2513.48,2507.23,2505.98,2503.48,2.5,2513.48,SL,-1.0,12,CHOCH,NEUTRAL,0.0,2510.98,2510.98,18,0,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2513.48,2507.23,2505.98,2503.48,1.5,2.0,3.0
XAUUSD,2024-08-20,19:15,,36,SHORT,2511.96,2514.46,2506.96,2504.46,2501.96,2.5,2514.46,SL,-1.0,16,CHOCH,NEUTRAL,0.0,2511.96,2511.96,19,15,1,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2514.46,2506.96,2504.46,2501.96,2.0,3.0,4.0
XAGUSD,2024-08-21,07:30,,360,SHORT,29.06,31.56,24.06,21.56,19.06,2.5,29.361,TIMEOUT,-0.1204,14,CHOCH,NEUTRAL,0.0,29.06,29.06,7,30,2,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,31.56,24.06,21.56,19.06,2.0,3.0,4.0
XAUUSD,2024-08-21,10:27,,78,LONG,2507.01,2504.51,2512.01,2514.51,2517.01,2.5,2512.01,T1,2.0,16,CHOCH,NEUTRAL,0.0,2507.01,2507.01,10,27,2,1,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2504.51,2512.01,2514.51,2517.01,2.0,3.0,4.0
USOIL,2024-08-21,11:00,,360,SHORT,72.84,75.34,67.84,65.34,62.84,2.5,71.9655,TIMEOUT,0.3498,14,CHOCH,NEUTRAL,0.0,72.84,72.84,11,0,2,1,FOREX_2023_2026,2024-08,2024,EU (07-12),USOIL,0.0,75.34,67.84,65.34,62.84,2.0,3.0,4.0
XAUUSD,2024-08-21,14:15,,6,LONG,2502.57,2500.07,2507.57,2510.07,2513.34,2.5,2500.07,SL,-1.0,14,CHOCH,NEUTRAL,0.0,2502.57,2502.57,14,15,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2500.07,2507.57,2510.07,2513.34,2.0,3.0,4.308
XAUUSD,2024-08-21,14:57,,9,LONG,2500.67,2498.17,2505.67,2508.17,2510.67,2.5,2505.67,T1,2.0,14,CHOCH,NEUTRAL,0.0,2500.67,2500.67,14,57,2,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2498.17,2505.67,2508.17,2510.67,2.0,3.0,4.0
XAUUSD,2024-08-21,16:21,,18,SHORT,2506.14,2508.64,2501.14,2498.64,2496.14,2.5,2508.64,SL,-1.0,16,CHOCH,NEUTRAL,0.0,2506.14,2506.14,16,21,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2508.64,2501.14,2498.64,2496.14,2.0,3.0,4.0
USOIL,2024-08-21,18:33,,360,LONG,72.48,69.98,77.48,79.98,82.48,2.5,72.2705,TIMEOUT,-0.0838,13,BOS,NEUTRAL,0.0,72.48,72.48,18,33,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,69.98,77.48,79.98,82.48,2.0,3.0,4.0
XAGUSD,2024-08-21,19:03,,360,SHORT,29.12,31.62,24.12,21.62,19.12,2.5,29.502,TIMEOUT,-0.1528,15,CHOCH,NEUTRAL,0.0,29.12,29.12,19,3,2,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,31.62,24.12,21.62,19.12,2.0,3.0,4.0
XAUUSD,2024-08-21,19:03,,57,SHORT,2514.58,2517.08,2509.58,2507.08,2504.58,2.5,2507.08,T2,3.0,14,CHOCH,NEUTRAL,0.0,2514.58,2514.58,19,3,2,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2517.08,2509.58,2507.08,2504.58,2.0,3.0,4.0
XAUUSD,2024-08-22,09:33,,90,LONG,2506.23,2503.73,2511.23,2513.73,2516.23,2.5,2503.73,SL,-1.0,15,BOS,NEUTRAL,0.0,2506.23,2506.23,9,33,3,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAUUSD,0.0,2503.73,2511.23,2513.73,2516.23,2.0,3.0,4.0
USOIL,2024-08-22,12:09,,360,SHORT,71.65,74.15,66.65,64.15,61.65,2.5,73.1055,TIMEOUT,-0.5822,16,BOS,NEUTRAL,0.0,71.65,71.65,12,9,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,74.15,66.65,64.15,61.65,2.0,3.0,4.0
XAGUSD,2024-08-22,13:03,,360,LONG,30.03,27.53,35.03,37.53,40.03,2.5,28.968,TIMEOUT,-0.4248,12,CHOCH,NEUTRAL,0.0,30.03,30.03,13,3,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,27.53,35.03,37.53,40.03,2.0,3.0,4.0
XAUUSD,2024-08-22,15:42,,6,LONG,2478.95,2476.45,2482.7,2483.95,2486.45,2.5,2482.7,T1,1.5,9,CHOCH,NEUTRAL,0.0,2478.95,2478.95,15,42,3,1,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2476.45,2482.7,2483.95,2486.45,1.5,2.0,3.0
XAUUSD,2024-08-22,18:36,,84,SHORT,2483.12,2485.62,2478.12,2475.62,2473.12,2.5,2485.62,SL,-1.0,14,CHOCH,NEUTRAL,0.0,2483.12,2483.12,18,36,3,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAUUSD,0.0,2485.62,2478.12,2475.62,2473.12,2.0,3.0,4.0
USOIL,2024-08-23,10:24,,360,SHORT,73.23,75.73,68.23,65.73,63.23,2.5,74.7705,TIMEOUT,-0.6162,16,CHOCH,NEUTRAL,0.0,73.23,73.23,10,24,4,0,FOREX_2023_2026,2024-08,2024,EU (07-12),USOIL,0.0,75.73,68.23,65.73,63.23,2.0,3.0,4.0
XAGUSD,2024-08-23,11:06,,360,LONG,29.88,27.38,34.88,37.38,39.88,2.5,29.769,TIMEOUT,-0.0444,14,CHOCH,NEUTRAL,0.0,29.88,29.88,11,6,4,0,FOREX_2023_2026,2024-08,2024,EU (07-12),XAGUSD,0.0,27.38,34.88,37.38,39.88,2.0,3.0,4.0
USOIL,2024-08-23,18:06,,360,SHORT,74.42,76.92,69.42,66.92,64.42,2.5,76.7955,TIMEOUT,-0.9502,16,CHOCH,NEUTRAL,0.0,74.42,74.42,18,6,4,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,76.92,69.42,66.92,64.42,2.0,3.0,4.0
USOIL,2024-08-26,14:21,,360,SHORT,77.01,79.51,72.01,69.51,67.01,2.5,77.3455,TIMEOUT,-0.1342,15,BOS,NEUTRAL,0.0,77.01,77.01,14,21,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),USOIL,0.0,79.51,72.01,69.51,67.01,2.0,3.0,4.0
XAGUSD,2024-08-26,15:51,,360,LONG,30.34,27.84,34.09,35.34,37.84,2.5,29.928,TIMEOUT,-0.1648,13,CHOCH,NEUTRAL,0.0,30.34,30.34,15,51,0,0,FOREX_2023_2026,2024-08,2024,NY (12-20),XAGUSD,0.0,27.84,34.09,35.34,37.84,1.5,2.0,3.0
